0.8049    19.6350    13.8011    0.9777    1.0309    1.2813    0.9576    0.1883    0.1914    0.5511    0.3667    0.9632    0.5753    0.0056    0.0158
0.8210    19.6810    13.8306    0.9509    1.0113    1.2436    0.9159    0.1724    0.1757    0.4808    0.3070    0.9634    0.5932    0.0078    0.0160
0.8371    19.7250    13.8574    0.9248    0.9932    1.2095    0.8782    0.1566    0.1599    0.4114    0.2528    0.9426    0.6096    0.0106    0.0163
0.8533    19.7660    13.8816    0.8997    0.9768    1.1780    0.8444    0.1408    0.1440    0.3425    0.2039    0.9330    0.6247    0.0144    0.0164
0.8695    19.8040    13.9032    0.8761    0.9620    1.1502    0.8144    0.1250    0.1281    0.2776    0.1605    0.9198    0.6383    0.0253    0.0165
0.8857    19.8380    13.9222    0.8550    0.9490    1.1212    0.7882    0.1093    0.1122    0.2181    0.1224    0.9045    0.6502    0.0272    0.0166
0.9020    19.8690    13.9387    0.8367    0.9376    1.0978    0.7657    0.0936    0.0962    0.1641    0.0896    0.8957    0.6606    0.0285    0.0167
0.9183    19.8960    13.9526    0.8214    0.9280    1.0803    0.7467    0.0780    0.0802    0.1160    0.0620    0.8818    0.6693    0.0326    0.0167
0.9346    19.9180    13.9639    0.8095    0.9201    1.0660    0.7313    0.0623    0.0642    0.0752    0.0395    0.8811    0.6765    0.0276    0.0167
0.9509    19.9350    13.9727    0.8004    0.9139    1.0575    0.7194    0.0465    0.0481    0.0425    0.0221    0.9023    0.6821    0.0268    0.0167
0.9673    19.9480    13.9789    0.7942    0.9095    1.0515    0.7109    0.0308    0.0320    0.0183    0.0098    0.9241    0.7718    0.0248    0.0187
0.9836    19.9560    13.9827    0.7905    0.9069    1.0483    0.7058    0.0153    0.0120    0.0034    0.0014    0.9242    0.6876    0.0216    0.0166
1.0000    19.9590    13.9827    0.7892    0.9069    1.0488    0.7058    -0.0000    0.0000    -0.0017    0.0000    0.9096    0.0000    0.0253    0.0000
